player,no,matchTime,team,round,tacklesMade,tacklesMiss,tacklesPenalty,tacklesFirst,tacklesAssists,tacklesFirstPerc,tacklesMadePerc,contestDom,contestNeut,contestPass,contestDNPerc,rucksEff,rucksInEff,rucksInvolvement,rucksTOForced,LOSteals,TOForced,PFAtt,PFDef,PFTot
"Britz, W",6,0.98,Cheetahs ,11,12,,,8,4,100,100,,11,1,91.7,1,2,3,,,,,,
"Venter, F",12,1,Cheetahs ,11,10,,,5,5,100,100,,5,5,50,1,2,3,,,,,,1
"Venter, H",8,1,Cheetahs ,11,10,3,,10,,76.9,76.9,1,7,5,61.5,1,3,4,,,,,,2
"Mohoje, T",7,0.89,Cheetahs ,11,8,2,,5,3,71.4,80,,7,3,70,,,,,,,,,
"Zeilinga, F",10,1,Cheetahs ,11,8,2,,8,,80,80,,5,5,50,1,1,2,,,,,,
"Lee, N",13,1,Cheetahs ,11,6,1,,6,,85.7,85.7,,4,3,57.1,,1,1,,,,,,
"Meyer, T",9,1,Cheetahs ,11,6,1,,5,1,83.3,85.7,1,4,2,71.4,1,1,2,,,,,,
"De Bruin, L",3,0.64,Cheetahs ,11,5,1,,5,,83.3,83.3,,5,1,83.3,,3,3,,,,,,2
"Huggett, E",2,0.64,Cheetahs ,11,5,,,5,,100,100,,2,3,40,,,,,,,,,
"Nche, O",1,0.64,Cheetahs ,11,5,1,,5,,83.3,83.3,1,2,3,50,,1,1,,,,,,2
"Wegner, C",4,0.64,Cheetahs ,11,4,2,,2,2,50,66.7,1,2,3,50,,1,1,,,,,,
"van der Spuy, MG",23,0.24,Cheetahs ,11,3,,,3,,100,100,,3,,100,,,,,,,,,
"Dyk, M",18,0.36,Cheetahs ,11,3,,,3,,100,100,,3,,100,,,,,,,,,1
"Petersen, S",14,0.95,Cheetahs ,11,3,,,3,,100,100,1,,2,33.3,,,,1,,1,,,
"Uys, F",5,1,Cheetahs ,11,3,,,2,1,100,100,,2,1,66.7,,,,,,,,,
"de Jager, L",19,0.36,Cheetahs ,11,2,,,1,1,100,100,,2,,100,1,,1,,,,,,
"Jaarsveld, T",16,0.36,Cheetahs ,11,2,1,,1,1,50,66.7,,2,1,66.7,2,,2,,,,,,
"Rhule, R",11,1,Cheetahs ,11,2,,,2,,100,100,,2,,100,,,,,,,,,
"Marais, D",22,0.05,Cheetahs ,11,1,,,,1,,100,,1,,100,,,,,,,,,
"Cassiem, U",20,0.11,Cheetahs ,11,1,,,1,,100,100,,1,,100,,1,1,,,,,,
"Marais, C",17,0.36,Cheetahs ,11,1,,1,1,,100,50,,1,1,50,1,2,3,,,,,,1
"Blommetjies, C",15,0.76,Cheetahs ,11,1,,,1,,100,100,,,1,,,,,,,,,,
"Cane, S",7,1,Chiefs ,11,16,,,10,6,100,100,,12,4,75,4,,4,,,,,,
"Cruden, A",10,1,Chiefs ,11,8,1,,7,1,87.5,88.9,,4,5,44.4,,,,,,,,,
"Graham, M",1,0.79,Chiefs ,11,7,,1,6,1,100,87.5,,6,2,75,2,,2,,,,,,1
"Bird, D",4,0.88,Chiefs ,11,7,1,,3,4,75,87.5,2,3,3,62.5,4,,4,,,,,,
"Ngatai, C",12,0.85,Chiefs ,11,6,2,,5,1,71.4,75,1,2,5,37.5,,,,1,,1,,,1
"Tamanivalu, S",13,0.79,Chiefs ,11,5,,,5,,100,100,,4,1,80,,1,1,,,,,,
"Yamashita, H",3,0.79,Chiefs ,11,5,,,5,,100,100,,3,2,60,,,,,,,,,
"Leitch, M",8,0.82,Chiefs ,11,5,,,5,,100,100,,3,2,60,1,,1,,,,,,
"Weber, B",9,0.85,Chiefs ,11,4,,,3,1,100,100,,2,2,50,1,,1,,,,,,1
"Lowe, J",11,1,Chiefs ,11,4,2,,3,1,60,66.7,1,1,4,33.3,,,,,,,,,
"Hames, K",18,0.21,Chiefs ,11,3,,,3,,100,100,,2,1,66.7,,,,,,,,,
"Lienert-Brown, A",22,0.21,Chiefs ,11,3,1,,2,1,66.7,75,1,1,2,50,,,,,,,,,
"Pulu, T",14,0.86,Chiefs ,11,3,1,,3,,75,75,,2,2,50,3,,3,,,,,,
"Hammington, K",21,0.15,Chiefs ,11,2,,,2,,100,100,,1,1,50,,,,,,,,,
"Seu, T",6,1,Chiefs ,11,2,,,2,,100,100,1,1,,100,2,,2,,2,2,,,
"Vaipulu, M",20,0.05,Chiefs ,11,1,,,1,,100,100,,1,,100,,1,1,,,,,,1
"Vaka, S",23,0.14,Chiefs ,11,1,,,1,,100,100,,1,,100,,,,,,,,,
"Tokolahi, S",17,0.21,Chiefs ,11,1,,,1,,100,100,,1,,100,2,,2,,,,,,1
"McKenzie, D",15,1,Chiefs ,11,1,,,1,,100,100,,,1,,,,,,,,,,
"Retallick, B",5,1,Chiefs ,11,1,2,,1,,33.3,33.3,,,3,,7,1,8,1,,1,,,
"Allardice, M",19,0.12,Chiefs ,11,,,,,,,,,,,,1,,1,,1,1,,,
"Elliot, H",2,0.79,Chiefs ,11,,,,,,,,,,,,2,,2,,,,,,
"Todd, M",7,1,Crusaders ,11,18,,,15,3,100,100,4,11,3,83.3,5,9,14,3,,3,,,
"Taylor, C",2,0.88,Crusaders ,11,13,,,10,3,100,100,1,10,2,84.6,4,1,5,,,,,,
"Alaalatoa, M",3,0.66,Crusaders ,11,10,3,,9,1,75,76.9,,9,4,69.2,2,5,7,,,,,,
"Barrett, S",4,1,Crusaders ,11,10,,,10,,100,100,,8,2,80,1,,1,,,,,,
"Drummond, M",9,0.75,Crusaders ,11,9,,2,9,,100,81.8,,5,6,45.5,,4,4,,,,,,2
"Moody, J",17,0.43,Crusaders ,11,8,,,7,1,100,100,,7,1,87.5,2,,2,1,,1,,,2
"Havili, D",12,1,Crusaders ,11,8,1,,7,1,87.5,88.9,,5,4,55.6,4,,4,1,,1,,,
"Taufua, J",6,1,Crusaders ,11,8,2,,7,1,77.8,80,1,5,4,60,,3,3,1,,1,,,1
"Crockett, W",1,0.57,Crusaders ,11,7,,1,6,1,100,87.5,1,6,1,87.5,2,3,5,,,,,,2
"Fonotia, K",13,1,Crusaders ,11,7,,,4,3,100,100,1,3,3,57.1,1,2,3,1,,1,,,
"Macilai-Tori, J",11,1,Crusaders ,11,7,1,,7,,87.5,87.5,2,2,4,50,,,,,,,,,
"Romano, L",19,0.34,Crusaders ,11,6,,,5,1,100,100,2,3,1,83.3,6,,6,,,,,,
"Whitelock, S",5,0.66,Crusaders ,11,6,2,,5,1,71.4,75,,6,2,75,1,3,4,,,,,,
"Boys, T",20,0.16,Crusaders ,11,4,1,,4,,80,80,,1,4,20,1,,1,,,,,,
"Read, K",8,0.7,Crusaders ,11,4,,,2,2,100,100,1,3,,100,4,2,6,,,,,,2
"Ellis, A",21,0.25,Crusaders ,11,3,,,3,,100,100,,2,1,66.7,2,,2,,,,,,
"Franks, O",18,0.34,Crusaders ,11,3,,1,2,1,100,75,,3,1,75,,,,,,,,,1
"Crotty, R.",22,0.38,Crusaders ,11,3,1,,2,1,66.7,75,1,,3,25,,1,1,,,,,,
"Mo'unga, R",10,0.75,Crusaders ,11,3,,,3,,100,100,,3,,100,,1,1,,,,,,
"Funnell, B",16,0.12,Crusaders ,11,2,,1,2,,100,66.7,,2,1,66.7,1,,1,,,,,,1
"McNicholl, J",14,0.62,Crusaders ,11,2,1,,2,,66.7,66.7,,1,2,33.3,1,,1,,,,,,
"Dagg, I",15,1,Crusaders ,11,1,1,,1,,50,50,,1,1,50,1,,1,,,,,,
"Hodgson, M",7,0.98,Force ,11,21,,,17,4,100,100,,14,7,66.7,1,7,8,,,,,,
"Godwin, K",12,1,Force ,11,13,,,12,1,100,100,1,3,9,30.8,1,,1,,,,,,
"Scoble, H",2,0.93,Force ,11,11,,,5,6,100,100,1,9,1,90.9,,1,1,1,,1,,,
"McCalman, B",8,1,Force ,11,11,1,,8,3,88.9,91.7,,9,3,75,,8,8,1,,1,,,
"Morahan, L",11,1,Force ,11,10,1,,9,1,90,90.9,,5,6,45.5,1,2,3,,,,,,2
"Louwrens, R",21,0.27,Force ,11,9,,,8,1,100,100,2,3,4,55.6,1,1,2,,,,,,
"Stander, B",6,0.8,Force ,11,9,,,8,1,100,100,1,4,4,55.6,,4,4,,,,,,
"Cottrell, A",20,0.21,Force ,11,8,,,8,,100,100,,4,4,50,,7,7,,,,,,
"Coleman, A",5,1,Force ,11,8,,,4,4,100,100,3,4,1,87.5,1,5,6,,1,1,,,
"Prior, I",10,0.88,Force ,11,7,3,,7,,70,70,,4,6,40,,,,,,,,,
"van Wyk, F",1,0.94,Force ,11,6,1,,6,,85.7,85.7,,5,2,71.4,1,2,3,,,,,,
"Brache, M",14,1,Force ,11,6,5,,5,1,50,54.5,,1,10,9.1,1,,1,,,,,,
"Haylett-Petty, D",15,1,Force ,11,6,,1,5,1,100,85.7,1,1,5,28.6,,2,2,1,,1,,,1
"Faulkner, T",18,0.27,Force ,11,5,1,,4,1,80,83.3,,3,3,50,,2,2,,,,,,1
"Mathewson, A",9,0.73,Force ,11,4,,,4,,100,100,1,3,,100,1,1,2,1,,1,,,
"Rasolea, S",13,0.94,Force ,11,4,2,,3,1,60,66.7,,4,2,66.7,,2,2,,,,,,
"Heiberg, C",17,0.06,Force ,11,3,1,,1,2,50,75,,3,1,75,1,3,4,,,,,,
"Rangi, A",16,0.07,Force ,11,3,2,,3,,60,60,1,2,2,60,1,1,2,,,,,,
"Haylett-Petty, R",4,0.82,Force ,11,3,,,2,1,100,100,,2,1,66.7,,2,2,,1,1,,,
"Grant, P",22,0.12,Force ,11,2,,,2,,100,100,,1,1,50,,,,,,,,,
"Mafi, S",19,0.18,Force ,11,2,,,2,,100,100,,2,,100,,,,,,,,,
"Millar, G",3,0.73,Force ,11,2,,,2,,100,100,,1,1,50,,2,2,,,,,,
"Masirewa, S",23,0.06,Force ,11,1,1,,,1,,50,,,2,,,,,,,,,,
"Pryor, D",7,0.92,Highlanders ,11,16,2,,14,2,87.5,88.9,1,7,10,44.4,3,,3,,,,,,
"Dixon, A",2,0.8,Highlanders ,11,11,2,,9,2,81.8,84.6,1,5,7,46.2,,,,1,,1,,,1
"Whitelock, L",8,1,Highlanders ,11,11,,,7,4,100,100,2,7,2,81.8,6,,6,,,,,,
"Franklin, T",5,0.88,Highlanders ,11,10,2,,5,5,71.4,83.3,,7,5,58.3,,,,,,,,,
"Ainley, A",4,1,Highlanders ,11,10,2,,9,1,81.8,83.3,1,7,4,66.7,6,1,7,1,,1,,,1
"Dixon, E",6,1,Highlanders ,11,8,3,,8,,72.7,72.7,2,4,5,54.5,2,1,3,1,,1,,,1
"Hohneck, J",3,0.71,Highlanders ,11,7,1,,7,,87.5,87.5,,5,3,62.5,2,,2,,,,,,
"Fekitoa, M",12,1,Highlanders ,11,7,4,,6,1,60,63.6,,5,6,45.5,2,,2,,,,,,
"Sopoaga, L",10,0.87,Highlanders ,11,6,3,,4,2,57.1,66.7,,3,6,33.3,,2,2,,,,,,
"Lienert-Brown, D",1,0.88,Highlanders ,11,6,2,,5,1,71.4,75,,3,5,37.5,1,,1,,,,,,
"Pleasants, G",16,0.2,Highlanders ,11,5,,,4,1,100,100,3,2,,100,1,,1,,,,,,
"Smith, A",9,0.89,Highlanders ,11,5,,,3,2,100,100,1,2,2,60,,,,1,,1,,,
"Faddes, M",13,0.96,Highlanders ,11,5,3,,3,2,50,62.5,,3,5,37.5,,,,,,,,,
"Naholo, W",14,1,Highlanders ,11,5,,1,4,1,100,83.3,2,,4,33.3,8,,8,3,,3,,,1
"Banks, M",22,0.13,Highlanders ,11,3,,,3,,100,100,,2,1,66.7,,1,1,,,,,,
"Smith, B",15,1,Highlanders ,11,3,1,,3,,75,75,,3,1,75,4,,4,,,,,,
"Halanukonuka, S",18,0.29,Highlanders ,11,2,,,2,,100,100,,2,,100,1,,1,,,,,,1
"Osborne, P",11,1,Highlanders ,11,2,3,,2,,40,40,,2,3,40,,,,,,,,,
"Walden, T",23,0.04,Highlanders ,11,1,,,1,,100,100,,,1,,,,,,,,,,
"Tanaka, F",21,0.11,Highlanders ,11,1,,,1,,100,100,,1,,100,1,,1,1,,1,,,
"Evans, G",20,0.12,Highlanders ,11,1,,,1,,100,100,,,1,,,,,,,,,,1
"Seiuli, A",17,0.12,Highlanders ,11,1,,,,1,,100,,1,,100,1,,1,,,,,,
"Lentjes, J",19,0.08,Highlanders ,11,,,,,,,,,,,,3,,3,,,,,,
"Savea, A",7,1,Hurricanes ,11,18,1,,14,4,93.3,94.7,3,4,12,36.8,3,9,12,3,,3,,,1
"Shields, B",6,1,Hurricanes ,11,12,,,12,,100,100,,8,4,66.7,,3,3,,,,,,1
"Toomaga-Allen, J",3,0.64,Hurricanes ,11,8,1,,7,1,87.5,88.9,,5,4,55.6,,,,,,,,,1
"May, B",18,0.36,Hurricanes ,11,7,,,5,2,100,100,,5,2,71.4,2,3,5,,,,,,
"Coles, D",2,0.87,Hurricanes ,11,7,1,,6,1,85.7,87.5,1,5,2,75,1,2,3,,,,,,
"Eves, C",17,0.31,Hurricanes ,11,6,,,4,2,100,100,,4,2,66.7,1,2,3,,,,,,
"Barrett, B",10,0.78,Hurricanes ,11,6,1,,6,,85.7,85.7,,2,5,28.6,1,,1,,,,,,1
"Marshall, J",15,1,Hurricanes ,11,6,1,1,5,1,83.3,75,1,2,5,37.5,,1,1,,,,,,2
"Abbott, M",19,0.31,Hurricanes ,11,5,1,,5,,83.3,83.3,,5,1,83.3,1,1,2,,,,,,
"Lauampe, N",12,0.63,Hurricanes ,11,5,1,,5,,83.3,83.3,1,1,4,33.3,2,2,4,2,,2,,,
"Fatialofa, M",5,0.69,Hurricanes ,11,5,2,,5,,71.4,71.4,,3,4,42.9,,,,,,,,,1
"Vito, V",8,1,Hurricanes ,11,5,,,4,1,100,100,,2,3,40,1,4,5,,,,,,
"Matu'u, M",16,0.13,Hurricanes ,11,4,,1,3,1,100,80,1,3,1,80,,1,1,,,,,,1
"Halaholo, W",22,0.37,Hurricanes ,11,4,1,,4,,80,80,,3,2,60,,,,,,,,,
"Thomson, B",20,0.36,Hurricanes ,11,3,,,2,1,100,100,,2,1,66.7,,3,3,,,,,,
"Fifita, V",4,0.64,Hurricanes ,11,3,,,3,,100,100,1,,2,33.3,2,2,4,,,,,,
"Perenara, T",9,0.71,Hurricanes ,11,3,1,,2,1,66.7,75,2,,2,50,,,,1,,1,,,
"Goodes, R",1,0.69,Hurricanes ,11,2,2,,2,,50,50,,,4,,2,3,5,1,,1,,,
"Aso, V",13,1,Hurricanes ,11,2,5,,2,,28.6,28.6,,1,6,14.3,1,2,3,,,,,,
"Jane, C",14,1,Hurricanes ,11,2,1,,2,,66.7,66.7,,1,2,33.3,1,,1,,,,,,
"Gibson-Park, J",21,0.29,Hurricanes ,11,1,2,,1,,33.3,33.3,,1,2,33.3,,6,6,,,,,,
"Savea, J",11,1,Hurricanes ,11,,1,,,,,,,,1,,,1,1,,,,,,
"Slipper, J",1,0.84,Reds ,11,8,,,7,1,100,100,,5,3,62.5,1,1,2,,,,,,1
"McIntyre, J",10,0.8,Reds ,11,6,5,,6,,54.5,54.5,,4,7,36.4,,1,1,,,,,,
"Feauai-Sautia, C",14,1,Reds ,11,6,3,,6,,66.7,66.7,,2,7,22.2,,,,,,,,,
"Simmons, R",5,1,Reds ,11,6,,,5,1,100,100,,2,4,33.3,,,,,1,1,,,
"Fainga'a, A",12,0.88,Reds ,11,5,2,1,4,1,66.7,62.5,,3,5,37.5,1,1,2,,,,,,
"Frisby, N",9,1,Reds ,11,4,,,4,,100,100,,2,2,50,,,,,,,,,
"Ready, A",2,0.95,Reds ,11,3,2,,2,1,50,60,,2,3,40,4,1,5,,,,,,
"Browning, C",8,1,Reds ,11,3,,,2,1,100,100,,2,1,66.7,3,1,4,,1,1,,,
"Magnay, C",13,1,Reds ,11,3,1,,3,,75,75,1,1,2,50,3,,3,1,,1,,,
"Tuttle, J",21,0.12,Reds ,11,2,,,2,,100,100,,1,1,50,,,,,,,,,
"Greene, S",22,0.2,Reds ,11,2,,,2,,100,100,,,2,,,,,,,,,,
"Holmes, G",3,0.82,Reds ,11,2,1,,2,,66.7,66.7,,1,2,33.3,,,,,,,,,
"Gill, L",7,1,Reds ,11,2,,,2,,100,100,,1,1,50,2,4,6,2,,2,,,
"Nabuli, E",11,1,Reds ,11,2,1,1,2,,66.7,50,,2,2,50,,1,1,,,,,,1
"Gunn, M",20,0.15,Reds ,11,1,,,1,,100,100,,,1,,,,,,,,,,
"Laloifi, L",23,0.26,Reds ,11,1,,,1,,100,100,1,,,100,,,,1,,1,,,
"Neville, C",19,0.28,Reds ,11,1,1,,1,,50,50,1,,1,50,,,,1,,1,,,
"Matwijow, B",4,0.72,Reds ,11,1,,,1,,100,100,,,1,,,,,,,,,,
"Hunt, K",15,0.74,Reds ,11,1,1,,1,,50,50,,1,1,50,,,,,,,,,
"Tui, H",6,0.85,Reds ,11,1,1,,,1,,50,,,2,,2,1,3,1,,1,,,
"Preez, D",8,1,Sharks ,11,17,2,,14,3,87.5,89.5,1,9,9,52.6,1,4,5,1,,1,,,
"Preez, J",7,0.87,Sharks ,11,16,1,,14,2,93.3,94.1,1,10,6,64.7,5,6,11,3,,3,,,2
"Esterhuizen, A",12,1,Sharks ,11,14,2,,14,,87.5,87.5,1,8,7,56.3,2,3,5,2,,2,,,
"Jordaan, P",13,0.82,Sharks ,11,11,3,,9,2,75,78.6,2,4,8,42.9,1,2,3,2,,2,,,
"Mtawarira, T",1,0.82,Sharks ,11,11,3,,9,2,75,78.6,,9,5,64.3,3,3,6,,,,,,1
"Daniel, K",6,1,Sharks ,11,11,2,,9,2,81.8,84.6,,6,7,46.2,5,1,6,,3,3,,,
"Pietersen, J",14,1,Sharks ,11,10,1,,9,1,90,90.9,1,5,5,54.5,2,1,3,,,,,,
"Lewies, S",5,1,Sharks ,11,8,1,,8,,88.9,88.9,1,4,4,55.6,,2,2,,,,,,
"Mvovo, L",11,1,Sharks ,11,8,1,,4,4,80,88.9,1,2,6,33.3,,1,1,1,,1,,,
"Marais, F",2,0.71,Sharks ,11,7,1,,7,,87.5,87.5,,5,3,62.5,1,3,4,1,,1,,,
"Oosthuizen, E",4,0.87,Sharks ,11,7,1,,4,3,80,87.5,,5,3,62.5,,6,6,,,,,,
"Adriaanse, L",3,0.92,Sharks ,11,7,2,,7,,77.8,77.8,,3,6,33.3,,6,6,,,,,,
"Deysel, J",20,0.13,Sharks ,11,4,2,,4,,66.7,66.7,,3,3,50,1,2,3,1,,1,,,
"Lambie, P",22,0.36,Sharks ,11,4,1,,3,1,75,80,,2,3,40,1,,1,,,,,,
"Claassens, M",9,0.92,Sharks ,11,4,,,4,,100,100,1,,3,25,2,2,4,,,,,,
"Andrews, H",19,0.13,Sharks ,11,3,2,,1,2,33.3,60,,3,2,60,,,,,,,,,
"Roux, W",15,1,Sharks ,11,3,1,,3,,75,75,,1,3,25,,,,,,,,,
"Chadwick, DM",17,0.18,Sharks ,11,2,,,2,,100,100,,2,,100,,,,,,,,,
"Ralepelle, C",16,0.29,Sharks ,11,2,,,2,,100,100,,2,,100,,2,2,,,,,,
"April, G",10,0.64,Sharks ,11,2,1,,2,,66.7,66.7,,,3,,,,,,,,,,
"du Toit, T",18,0.08,Sharks ,11,1,,,1,,100,100,,1,,100,,1,1,,,,,,
"Ungerer, S",21,0.08,Sharks ,11,1,,,1,,100,100,,1,,100,,,,,,,,,
"Ndungane, O",23,0.18,Sharks ,11,1,,,1,,100,100,,1,,100,1,,1,,,,,,
"Tatekawa, H",12,1,Sunwolves ,11,13,,,11,2,100,100,,6,7,46.2,,1,1,,,,,,
"Quirk, E",8,0.67,Sunwolves ,11,12,2,,7,5,77.8,85.7,,4,10,28.6,1,4,5,,,,,,
"Moli, L",6,1,Sunwolves ,11,11,2,,8,3,80,84.6,,9,4,69.2,,1,1,,,,,,
"Horie, S",2,0.7,Sunwolves ,11,9,1,1,9,,90,81.8,,6,5,54.5,,1,1,,,,,,1
"Mikami, M",1,0.94,Sunwolves ,11,9,,,9,,100,100,,4,5,44.4,,,,,,,,,
"Pisi, T",10,0.82,Sunwolves ,11,8,,,8,,100,100,,4,4,50,,,,,,,,,
"Ono, H",4,0.82,Sunwolves ,11,7,1,,6,1,85.7,87.5,,5,3,62.5,,2,2,,,,,,1
"Shigeno, K",9,0.45,Sunwolves ,11,6,1,,3,3,75,85.7,,2,5,28.6,,,,,,,,,
"Carpenter, D",13,0.94,Sunwolves ,11,6,1,1,5,1,83.3,75,,6,2,75,,,,,,,,,1
"Lemalu, F",5,1,Sunwolves ,11,6,,,4,2,100,100,2,3,1,83.3,,2,2,1,,1,,,
"Durutalo, A",7,1,Sunwolves ,11,5,2,,3,2,60,71.4,,5,2,71.4,1,11,12,,1,1,,,1
"Kakinaga, S",3,0.66,Sunwolves ,11,4,1,,3,1,75,80,,4,1,80,,,,,,,,,
"Stewart, J",11,1,Sunwolves ,11,4,2,,2,2,50,66.7,,1,5,16.7,,4,4,,,,,,
"Viljoen, R",15,1,Sunwolves ,11,4,1,,3,1,75,80,,2,3,40,,1,1,,,,,,
"Hiwasa, A",21,0.55,Sunwolves ,11,3,,,2,1,100,100,,1,2,33.3,,1,1,,,,,,1
"Yamada, A",14,1,Sunwolves ,11,3,,,3,,100,100,,2,1,66.7,,,,,,,,,
"Ando, T",20,0.33,Sunwolves ,11,1,,,1,,100,100,,1,,100,1,,1,,,,,,
"Hooper, M",7,1,Waratahs ,11,8,,,6,2,100,100,3,4,1,87.5,3,2,5,3,,3,,,1
"Horne, R",11,1,Waratahs ,11,8,,,7,1,100,100,,8,,100,,,,,,,,,
"Palu, W",8,0.79,Waratahs ,11,6,,,3,3,100,100,1,5,,100,1,1,2,1,,1,,,1
"Polota-Nau, T",2,0.89,Waratahs ,11,6,1,,6,,85.7,85.7,,6,1,85.7,1,,1,,,,,,
"Skelton, W",5,0.45,Waratahs ,11,5,1,,3,2,75,83.3,2,1,3,50,,1,1,2,,2,,,
"Robertson, T",3,0.72,Waratahs ,11,5,,,5,,100,100,,2,3,40,1,,1,,,,,,
"Phipps, N",9,0.79,Waratahs ,11,5,,,4,1,100,100,,4,1,80,,,,,,,,,
"Ryan, P",1,0.89,Waratahs ,11,5,,,2,3,100,100,1,4,,100,,,,1,,1,,,2
"Folau, I",13,1,Waratahs ,11,5,1,,5,,83.3,83.3,2,2,2,66.7,,,,,,,,,1
"Kellaway, A",15,1,Waratahs ,11,5,,,5,,100,100,1,2,2,60,,1,1,,,,,,
"Mumm, D",6,1,Waratahs ,11,5,,,5,,100,100,,5,,100,2,,2,,,,,,1
"Lousi, S",19,0.55,Waratahs ,11,4,,,1,3,100,100,1,2,1,75,3,,3,2,,2,,,
"Lucas, M",21,0.21,Waratahs ,11,3,,,3,,100,100,,1,2,33.3,1,,1,,,,,,
"Foley, B",10,1,Waratahs ,11,3,2,,3,,60,60,,2,3,40,,1,1,,,,,,
"Carraro, M",23,0.1,Waratahs ,11,2,,,1,1,100,100,,2,,100,,,,,,,,,
"Roach, H",16,0.11,Waratahs ,11,2,,,1,1,100,100,,2,,100,,,,,,,,,
"Tilse, J",17,0.11,Waratahs ,11,2,,,2,,100,100,,1,1,50,,,,,,,,,
"Taavao-Matau, A",18,0.28,Waratahs ,11,2,1,,1,1,50,66.7,,2,1,66.7,,1,1,,,,,,
"Dennis, D",4,1,Waratahs ,11,2,,,1,1,100,100,1,1,,100,,,,,1,1,,,
"Hanigan, N",20,0.21,Waratahs ,11,1,1,,,1,,50,,1,1,50,,,,,,,,,
"Robinson, R",14,0.9,Waratahs ,11,1,1,,1,,50,50,,1,1,50,,,,,,,,,
"Beale, K",12,1,Waratahs ,11,1,,,,1,,100,,1,,100,,,,,,,,,
"Kaino, J",6,1,Blues ,11,12,2,,9,3,81.8,85.7,,7,7,50,1,7,8,1,,1,,,
"Francis, P",12,0.89,Blues ,11,11,1,,9,2,90,91.7,,8,4,66.7,,4,4,,,,,,
"Tuipulotu, P",4,1,Blues ,11,11,,,9,2,100,100,2,7,2,81.8,,10,10,2,,2,,,
"Latimer, T",7,0.82,Blues ,11,10,1,,7,3,87.5,90.9,1,6,4,63.6,1,8,9,,,,,,
"Tu'ungafasi, O",3,0.57,Blues ,11,9,1,,7,2,87.5,90,,5,5,50,,1,1,,,,,,
"Bekhuis, J",5,0.55,Blues ,11,8,,,4,4,100,100,,6,2,75,,4,4,,,,,,1
"Prattley, S",1,0.62,Blues ,11,8,1,,4,4,80,88.9,,8,1,88.9,1,3,4,,,,,,
"Hall, B",9,0.76,Blues ,11,8,1,,5,3,83.3,88.9,,4,5,44.4,,1,1,,,,,,
"Parsons, J",2,0.86,Blues ,11,8,1,,5,3,83.3,88.9,1,7,1,88.9,1,4,5,,,,,,1
"Luatua, S",8,1,Blues ,11,7,1,1,4,3,80,77.8,1,6,2,77.8,1,4,5,,,,,,1
"Nanai, M",14,1,Blues ,11,7,1,,6,1,85.7,87.5,1,3,4,50,,2,2,,,,,,
"Matenga, H",19,0.45,Blues ,11,6,,,5,1,100,100,,6,,100,,,,,,,,,1
"West, I",10,0.89,Blues ,11,6,,,5,1,100,100,,2,4,33.3,,,,,,,,,
"Moala, G",13,1,Blues ,11,5,1,,4,1,80,83.3,,2,4,33.3,,2,2,,,,,,
"Moulds, M",16,0.14,Blues ,11,4,,,4,,100,100,,3,1,75,,,,,,,,,
"Li, T",11,1,Blues ,11,4,1,,3,1,75,80,,2,3,40,,,,,,,,,
"Mayhew, N",17,0.38,Blues ,11,3,,,,3,,100,1,2,,100,,2,2,1,,1,,,1
"Faumuina, C",18,0.43,Blues ,11,3,,,1,2,100,100,,2,1,66.7,,1,1,,,,,,
"Visinia, L",15,1,Blues ,11,3,2,,2,1,50,60,,2,3,40,,2,2,,,,,,
"Sa'u, M",23,0.11,Blues ,11,2,1,,1,1,50,66.7,,1,2,33.3,,1,1,,,,,,
"Pryor, K",20,0.18,Blues ,11,2,1,,,2,,66.7,,1,2,33.3,,2,2,,,,,,1
"McGahan, M",22,0.11,Blues ,11,1,,,,1,,100,,,1,,,1,1,,,,,,
"Guyton, B",21,0.24,Blues ,11,1,,,,1,,100,,,1,,,1,1,,,,,,
"Velleman, C",8,1,Kings ,11,23,4,,20,3,83.3,85.2,,14,13,51.9,2,16,18,,,,,,
"Gates, S",12,1,Kings ,11,20,3,,13,7,81.3,87,2,12,9,60.9,,9,9,1,,1,,,
"Cloete, C",6,1,Kings ,11,16,3,2,7,9,70,76.2,1,8,12,42.9,4,15,19,4,,4,,,2
"Astle, J",5,1,Kings ,11,12,3,,7,5,70,80,,10,5,66.7,,7,7,,1,1,,,1
"Sithole, S",1,0.7,Kings ,11,8,,,5,3,100,100,,5,3,62.5,,5,5,,,,,,
"Watermeyer, S",13,1,Kings ,11,8,1,,6,2,85.7,88.9,1,4,4,55.6,,4,4,1,,1,,,
"Ackerman, J",17,0.3,Kings ,11,7,3,,3,4,50,70,,5,5,50,,2,2,,,,,,
"Bholi, T",7,0.79,Kings ,11,7,4,,6,1,60,63.6,,6,5,54.5,1,3,4,,,,,,2
"Sykes, S",4,0.79,Kings ,11,7,1,,4,3,80,87.5,1,6,1,87.5,,3,3,,,,,,
"Fouche, L",22,0.21,Kings ,11,5,1,,1,4,50,83.3,1,3,2,66.7,,4,4,,,,,,
"Adriaanse, J",18,0.3,Kings ,11,5,,,4,1,100,100,,2,3,40,,3,3,,,,,,
"Marutlulle, E",2,0.79,Kings ,11,5,3,,5,,62.5,62.5,,5,3,62.5,,4,4,,,,,,1
"Watts, E",10,0.79,Kings ,11,5,1,1,3,2,75,71.4,2,3,2,71.4,,,,1,,1,,,1
"Hall, J",9,0.86,Kings ,11,5,2,,4,1,66.7,71.4,1,1,5,28.6,,,,,,,,,
