player,no,matchTime,team,round,passes,offLoads,totalPassing,kicksInPlay,carryRuns,carryMetres,carryBeatsDef,carryGainLine,carryLinebreaks,ruckEff,ruckInEff,ruckTotal,rcvs,toInPos,pfInAttack,totalPF,Ruck Success
"Mjekevu, W",11,1,Kings ,16,1,,1,1,3,17,,,,4,2,6,1,2,1,2,67%
"Oelofse, S",4,0.68,Kings ,16,1,,1,,3,2,,2,,5,4,9,,1,,1,56%
"Jaer, M",15,0.59,Kings ,16,1,1,2,,1,1,,1,,1,,1,,,,1,100%
"Ferreira, S",17,0.5,Kings ,16,1,,1,,4,6,1,2,,3,,3,1,,,,100%
"Engelbrecht, J",20,0.17,Kings ,16,1,,1,,2,7,,,,5,,5,,1,,,100%
"Willemse, S",7,1,Kings ,16,2,1,3,,9,10,,4,,14,2,16,3,2,,,88%
"Human, D",22,0.41,Kings ,16,2,,2,1,2,8,,,,1,,1,,1,,,100%
"Manjezi, S",19,0.32,Kings ,16,2,,2,,5,3,,1,,5,,5,,,1,1,100%
"Davis, A",8,0.83,Kings ,16,3,,3,,4,2,,2,,9,1,10,,1,,,90%
"Botha, T",18,0.29,Kings ,16,4,,4,,2,,,,,4,,4,,,,,100%
"Marutlulle, E",2,0.88,Kings ,16,6,,6,,2,7,,,,8,,8,2,2,,1,100%
"Gates, S",12,0.87,Kings ,16,6,1,7,2,3,13,2,2,1,3,1,4,2,,,1,75%
"Luiters, K",21,0.15,Kings ,16,9,,9,,1,,,,,1,,1,1,,,,100%
"Fouche, L",10,1,Kings ,16,14,1,15,6,5,20,1,2,,2,,2,4,3,,,100%
"Hall, J",9,0.85,Kings ,16,40,,40,1,1,2,1,1,,,1,1,1,,,,
"Brink, C",20,0.19,Lions ,16,,,,,,,,,,4,1,5,1,,,,80%
"Erasmus, L",19,0.19,Lions ,16,,,,,2,5,,1,,2,,2,,,,,100%
"Fourie, C",17,0.19,Lions ,16,,,,,2,6,,1,,5,,5,1,,,,100%
"Rooyen, J",18,0.19,Lions ,16,,,,,1,2,,1,,2,1,3,,,,1,67%
"Smith, D",1,0.81,Lions ,16,,,,,5,24,4,1,,15,5,20,,,,,75%
"Skosan, C",11,1,Lions ,16,1,2,3,,11,84,4,,,16,4,20,8,1,,,80%
"Mahuza, S",23,0.19,Lions ,16,1,,1,,2,65,1,,,,,,,,,,
"van der Merwe, A",16,0.19,Lions ,16,1,1,2,,2,39,2,1,1,3,1,4,,,,,75%
"Mapoe, L",13,0.81,Lions ,16,2,,2,1,2,5,,,,1,1,2,2,1,,,50%
"Tecklenburg, W",7,0.81,Lions ,16,2,,3,,8,20,1,6,,19,3,22,,,,,86%
"Mnisi, H",22,0.19,Lions ,16,2,,2,,3,6,1,1,,,,,1,,,1,
"Kriel, J",6,1,Lions ,16,3,,4,,15,94,5,7,2,13,1,14,3,1,,1,93%
"Mostert, F",5,1,Lions ,16,3,1,4,,11,27,3,9,2,24,3,27,1,2,1,1,89%
"Marx, MJ",2,0.81,Lions ,16,3,,3,,6,27,1,4,1,9,2,11,3,,,,82%
"Redelinghuys, J",3,0.81,Lions ,16,3,,3,,4,13,,1,,16,5,21,1,1,,,76%
"Rensburg, R",12,1,Lions ,16,4,2,6,,13,128,5,5,4,1,1,2,3,3,1,1,50%
"Ferreira, A",4,0.81,Lions ,16,4,1,6,,9,6,,4,,12,1,13,,,,2,92%
"Ackermann, R",8,1,Lions ,16,5,1,6,,7,37,1,1,1,17,2,19,,3,,,89%
"Coetzee, A",15,1,Lions ,16,6,2,10,2,12,117,4,5,1,1,7,8,4,,,,13%
"Combrinck, R",14,1,Lions ,16,6,2,8,1,10,70,8,4,2,3,,3,1,4,,,100%
"Cronje, R",21,0.19,Lions ,16,7,,7,,1,,,,,1,2,3,,,,,33%
"Jantjies, E",10,0.81,Lions ,16,26,2,29,5,9,50,1,3,1,3,2,5,1,3,,,60%
"Klerk, F",9,0.81,Lions ,16,66,1,67,2,4,51,2,3,1,2,2,4,1,2,,,50%
"Ah-Nau, C",17,0.32,Rebels ,16,,1,1,,4,6,,1,1,8,,8,,1,,,100%
"Cummins, S",19,0.41,Rebels ,16,,,,,9,16,,4,,8,,8,1,,,,100%
"Hanson, J",2,0.59,Rebels ,16,,,1,,2,6,,1,,,,,,1,,,
"Smith, T",1,0.68,Rebels ,16,,,1,,1,,,,,5,1,6,2,1,,,83%
"Thomson, A",8,0.93,Rebels ,16,,1,1,,10,17,,3,,16,1,17,3,1,,,94%
"Weeks, L",3,0.68,Rebels ,16,,,,,3,,,,,11,,11,,1,,1,100%
"English, T",11,1,Rebels ,16,1,1,2,1,8,40,2,6,,7,2,9,4,3,,,78%
"Reid, J",6,1,Rebels ,16,1,,1,,7,14,,5,,13,,13,1,2,,,100%
"Leota, R",20,0.39,Rebels ,16,1,,1,,9,17,2,3,,12,,12,,,,,100%
"Hagan, J",18,0.32,Rebels ,16,1,,1,,2,,,,,17,,17,,,,,100%
"Harris, M",15,0.09,Rebels ,16,1,,1,,1,23,,,,,,,1,,,,
"Naivalu, S",14,1,Rebels ,16,2,,2,1,16,173,3,1,2,9,1,10,8,3,,,90%
"Jeffries, S",4,0.66,Rebels ,16,2,,2,,1,2,,1,,10,,10,,1,,,100%
"Leafa, P",16,0.41,Rebels ,16,2,,2,,4,14,,2,,12,,12,,,,,100%
"Placid, J",23,0.41,Rebels ,16,2,,2,1,5,20,,1,,,,,1,2,,,
"Tuipulotu, S",13,1,Rebels ,16,4,,4,,6,30,,5,,15,1,16,,1,,,94%
"Retallick, C",5,1,Rebels ,16,5,1,6,,9,19,,6,,18,,18,1,1,,1,100%
"Hodge, R",12,0.61,Rebels ,16,6,,7,2,5,26,,1,1,7,1,8,1,1,,,88%
"Fainga'a, C",7,1,Rebels ,16,7,,7,,6,14,,4,,17,3,20,1,,,1,85%
"Asquith, P",22,0.5,Rebels ,16,7,1,9,1,9,97,1,5,1,6,,6,3,,,,100%
"Meehan, B",21,0.25,Rebels ,16,27,,27,,4,11,,3,,,,,,,,,
"Debreczeni, J",10,1,Rebels ,16,34,1,35,5,7,58,1,1,2,7,1,8,3,2,1,1,88%
"Stirzaker, N",9,0.75,Rebels ,16,39,1,40,2,8,46,1,5,,1,,1,2,1,,,100%
"Faagase, S",17,0.56,Reds ,16,,,,,3,7,,2,,5,3,8,,,,,63%
"Gibbon, A",22,0.11,Reds ,16,,,,,1,,,,,,,,1,,,,
"Lealaiauloto-Tui, L",19,0.31,Reds ,16,,,,,1,7,,1,,2,2,4,,,,1,50%
"Mafi, M",16,0.11,Reds ,16,,,,,,,,,,1,,1,,,,,100%
"Magnay, C",23,0.23,Reds ,16,,,,,1,,,,,2,1,3,,,,,67%
"Slipper, J",1,0.44,Reds ,16,,,,,5,2,,1,,2,1,3,3,1,,,67%
"Talakai, S",3,0.57,Reds ,16,,,,,1,,,,,9,5,14,,,,1,64%
"Tupou, T",18,0.43,Reds ,16,,,,,3,6,,3,,1,4,5,,3,,,20%
"Browning, C",8,1,Reds ,16,1,,1,,9,28,1,3,1,15,5,20,1,1,,,75%
"Ready, A",2,0.89,Reds ,16,1,,1,,6,3,,2,,7,5,12,,1,1,1,58%
"Tuttle, J",15,0.74,Reds ,16,1,,1,1,2,22,,1,,8,3,11,1,,,1,73%
"Kerevi, S",13,1,Reds ,16,2,1,3,,13,37,5,5,1,6,4,10,5,1,,,60%
"Kuridrani, C",14,1,Reds ,16,2,1,3,,6,27,1,2,1,2,5,7,2,3,,,29%
"Nabuli, E",11,1,Reds ,16,2,1,3,,9,59,2,5,1,6,4,10,4,,,,60%
"Taefu, H",12,0.77,Reds ,16,2,,2,,4,4,,,,14,4,18,1,,,,78%
"Houston, L",20,0.29,Reds ,16,2,,2,,3,6,2,1,,1,,1,,,,,100%
"Neville, C",4,1,Reds ,16,3,,3,,1,,,,,18,4,22,1,,,,82%
"Douglas, K",5,0.69,Reds ,16,3,,3,,1,,,,,10,13,23,,,,,43%
"Tuttle, J",21,0.05,Reds ,16,3,,3,,,,,,,,,,,,,,
"Gill, L",7,0.71,Reds ,16,7,1,8,,6,2,,1,,15,6,21,3,1,1,1,71%
"Tui, H",6,1,Reds ,16,10,,10,,13,17,2,5,,12,5,17,4,3,,,71%
"Paia'aua, D",10,1,Reds ,16,22,2,25,8,9,22,1,2,,,1,1,2,3,,,
"Frisby, N",9,0.8,Reds ,16,53,,53,5,3,,,,,1,1,2,3,3,,1,50%
"Bosch, C",23,0.16,Sharks ,16,,,,,1,,1,,,,,,1,,1,1,
"Botha, R",19,0.21,Sharks ,16,,,,,2,,,,,1,1,2,1,,,,50%
"Mtawarira, T",1,0.63,Sharks ,16,,,,,3,1,,1,,7,4,11,,,1,1,64%
"Mvovo, L",11,1,Sharks ,16,,,,,2,7,,1,,3,2,5,,,,,60%
"Oosthuizen, C",3,0.6,Sharks ,16,,,,,4,3,,2,,4,1,5,,,1,1,80%
"Oosthuizen, E",4,0.79,Sharks ,16,,,,,1,2,,1,,9,5,14,,,,,64%
"Lewies, S",5,1,Sharks ,16,1,2,3,,6,31,2,2,1,10,3,13,1,2,1,1,77%
"Sithole, S",14,1,Sharks ,16,1,,1,2,5,6,,2,,3,,3,3,3,,,100%
"Smith, R",15,0.84,Sharks ,16,1,,1,5,8,70,,1,,1,1,2,9,3,,,50%
"Marais, F",2,0.79,Sharks ,16,1,,1,,6,6,,3,,8,1,9,2,,1,2,89%
"Preez, J",7,0.59,Sharks ,16,1,,1,,2,1,,1,,6,4,10,,,,,60%
"Adriaanse, L",18,0.4,Sharks ,16,1,,1,,,,,,,3,3,6,,,,2,50%
"Mtembu, L",20,0.35,Sharks ,16,1,,1,,,,,,,2,,2,,,,1,100%
"du Toit, T",17,0.27,Sharks ,16,1,,1,,,,,,,5,,5,,,,1,100%
"Ralepelle, C",16,0.21,Sharks ,16,1,,1,1,2,12,,2,,3,,3,1,,,,100%
"Pietersen, J",13,1,Sharks ,16,2,,2,1,3,30,1,2,2,4,2,6,2,,,,67%
"Van Der Walt, P",8,1,Sharks ,16,3,,4,,14,57,1,3,1,10,2,12,10,2,,,83%
"April, G",10,1,Sharks ,16,4,,4,11,5,38,2,1,1,,,,3,2,,,
"Daniel, K",6,1,Sharks ,16,4,1,5,2,4,13,,2,,9,,9,1,2,,1,100%
"Esterhuizen, A",12,0.9,Sharks ,16,5,1,6,2,5,23,,,1,4,,4,1,2,,1,100%
"Ungerer, S",21,0.29,Sharks ,16,5,,5,7,1,45,,1,1,,,,1,,,,
"Claassens, M",9,0.71,Sharks ,16,27,1,28,4,5,8,1,1,,1,2,3,2,,,,33%
"du Plessis, D",13,0.18,Stormers ,16,,,,,,,,,,1,,1,,,,1,100%
"Koch, V",3,0.89,Stormers ,16,,,,,4,12,1,2,,19,5,24,2,,,,79%
"Louw, W",18,0.11,Stormers ,16,,,,,,,,,,5,,5,,,1,1,100%
"Mbonami, M",2,0.61,Stormers ,16,,,,,4,15,1,2,,11,4,15,,1,,,73%
"Schickerling, J",19,0.24,Stormers ,16,,,,,,,,,,5,,5,,1,,,100%
"Smith, JP",17,0.21,Stormers ,16,,,,,,,,,,4,2,6,,,,,67%
"Van Breda, S",23,0.18,Stormers ,16,,,,,,,,,,1,,1,,,,,100%
"Van Wyk, J",14,1,Stormers ,16,,,,3,3,35,1,1,1,1,,1,2,,,,100%
"Vermaak, A",1,0.79,Stormers ,16,,,,,,,,,,7,5,12,1,,,3,58%
"Jones, H",22,0.71,Stormers ,16,1,,1,,3,33,3,3,2,5,2,7,1,1,,,71%
"Kolisi, S",7,0.61,Stormers ,16,1,1,2,,3,10,2,1,,10,8,18,,,,1,56%
"Elstedt, R",20,0.39,Stormers ,16,1,,1,,4,2,1,1,,6,,6,1,,,,100%
"De Allende, D",12,1,Stormers ,16,2,,2,2,5,5,,2,,6,,6,2,,1,1,100%
"Etzebeth, E",4,1,Stormers ,16,2,,2,,3,1,,1,,11,1,12,,2,1,1,92%
"Plessis, J",10,1,Stormers ,16,2,,2,25,7,48,,1,,8,2,10,6,1,,,80%
"Notshe, S",6,1,Stormers ,16,3,,3,,7,13,2,2,,8,4,12,5,2,,,67%
"Zas, L",11,1,Stormers ,16,3,,3,,5,11,,,,2,2,4,8,1,,,50%
"Ntubeni, S",16,0.39,Stormers ,16,3,,3,,3,7,,3,,4,,4,3,2,,,100%
"Taute, JJ",15,0.82,Stormers ,16,4,,4,10,12,86,,2,,2,4,6,17,4,,,33%
"Toit, P",5,0.76,Stormers ,16,5,,6,,7,30,2,6,,14,6,20,1,,,,70%
"Burger, S",8,1,Stormers ,16,6,,6,1,11,9,,5,,11,5,16,1,,,1,69%
"Schreuder, L",21,0.18,Stormers ,16,12,,12,1,,,,,,,,,,,,,
"Groom, N",9,0.82,Stormers ,16,45,1,46,6,8,46,2,2,2,1,,1,13,3,,,100%
"Ando, T",7,0.78,Sunwolves ,16,,1,1,,8,17,4,3,,9,6,15,3,,,1,60%
"Asahara, T",18,0.38,Sunwolves ,16,,,,,,,,,,12,,12,,,,,100%
"Kin, S",23,0.13,Sunwolves ,16,,,,,2,11,,2,,3,,3,,,,,100%
"Mori, F",16,0.32,Sunwolves ,16,,1,1,,2,20,,1,,5,1,6,,,,,83%
"Ono, H",4,0.53,Sunwolves ,16,,,,,1,,,,,8,1,9,,,,,89%
"Kotaki, N",5,0.7,Sunwolves ,16,1,,1,,3,4,,2,,19,,19,,1,,,100%
"Mikami, M",17,0.28,Sunwolves ,16,1,,1,,2,3,,1,,4,,4,,,,,100%
"Paea, M",22,0.09,Sunwolves ,16,1,,1,,1,2,1,1,,,,,,,,,
"Yamashita, H",14,1,Sunwolves ,16,2,,2,,7,42,,3,,6,2,8,2,4,,,75%
"Kizu, T",2,0.68,Sunwolves ,16,2,,2,,4,1,,,,12,2,14,1,2,,,86%
"Carpenter, D",13,1,Sunwolves ,16,3,2,5,1,16,32,,5,,4,1,5,1,2,,1,80%
"Kakinaga, S",3,0.62,Sunwolves ,16,3,,3,,,,,,,13,2,15,,,,2,87%
"Hosoda, Y",20,0.3,Sunwolves ,16,3,,3,,3,1,,1,,2,,2,,1,,,100%
"Viljoen, R",15,1,Sunwolves ,16,4,,4,4,10,83,4,2,,6,1,7,7,5,,,86%
"Inagaki, K",1,0.72,Sunwolves ,16,4,,4,,9,7,,1,1,7,3,10,1,1,,,70%
"Moli, L",6,1,Sunwolves ,16,5,1,7,,8,38,1,5,1,11,7,18,1,1,,1,61%
"Lemalu, F",19,0.47,Sunwolves ,16,5,,6,,6,9,,2,,1,6,7,,1,,,14%
"Sasakura, Y",11,1,Sunwolves ,16,6,,6,2,7,33,2,,,10,6,16,8,1,,,63%
"Quirk, E",8,1,Sunwolves ,16,8,,8,,5,14,1,3,,17,,17,6,1,,,100%
"Tatekawa, H",12,1,Sunwolves ,16,13,,13,,16,61,2,8,,12,,12,,1,,,100%
"Shigeno, K",21,0.32,Sunwolves ,16,30,1,31,,2,4,1,1,,1,,1,,,,,100%
"Tamura, Y",10,1,Sunwolves ,16,39,,39,8,4,3,,1,,,,,3,,,,
"Yatomi, Y",9,0.68,Sunwolves ,16,53,,54,,2,5,,1,,2,1,3,2,1,,,67%
"Kellaway, A",15,0.89,Waratahs ,16,,,,4,3,11,,,,6,,6,5,1,1,1,100%
"Naiyaravoro, T",14,0.86,Waratahs ,16,,2,2,,8,59,2,2,,6,2,8,4,2,,2,75%
"Roach, H",16,0.1,Waratahs ,16,,,,,3,5,,2,,7,,7,,,,,100%
"Robertson, T",3,0.79,Waratahs ,16,,,,,3,4,,2,,11,4,15,,,,,73%
"Taavao-Matau, A",18,0.21,Waratahs ,16,,1,1,,2,,,,,9,2,11,,1,,,82%
"Tilse, J",17,0.11,Waratahs ,16,,,,,4,,,,,5,,5,,,,,100%
"Polota-Nau, T",2,0.9,Waratahs ,16,1,,1,,8,23,3,5,,9,5,14,1,,1,1,64%
"Ryan, P",1,0.89,Waratahs ,16,1,,2,,4,21,1,2,1,12,3,15,1,2,,1,80%
"Skelton, W",5,0.74,Waratahs ,16,1,2,4,,8,4,1,3,,6,1,7,4,,,,86%
"Dempsey, J",20,0.63,Waratahs ,16,1,,1,,6,32,4,5,1,12,2,14,,,,,86%
"Palu, W",8,0.37,Waratahs ,16,1,,1,,3,2,,1,,9,2,11,,1,,1,82%
"Lousi, S",19,0.26,Waratahs ,16,1,,1,,5,3,,2,,7,2,9,1,1,,,78%
"Robinson, R",23,0.11,Waratahs ,16,1,,1,1,1,,,,,4,,4,3,,,,100%
"Carraro, M",11,1,Waratahs ,16,2,,2,,1,10,,,,3,,3,2,1,,,100%
"Mumm, D",6,1,Waratahs ,16,2,,2,,3,2,,2,,20,1,21,,1,,,95%
"Horne, R",12,0.81,Waratahs ,16,3,,3,,6,2,2,1,,6,1,7,2,2,,1,86%
"Folau, I",13,1,Waratahs ,16,4,,4,2,8,49,4,2,1,9,,9,9,1,,,100%
"Dennis, D",4,1,Waratahs ,16,5,,5,,11,16,1,5,,21,2,23,1,1,,,91%
"Hooper, M",7,1,Waratahs ,16,5,,5,,13,76,3,7,2,15,2,17,3,1,,,88%
"Horwitz, D",22,0.19,Waratahs ,16,7,,7,,2,3,,,,6,1,7,,,,,86%
"Foley, B",10,1,Waratahs ,16,13,1,15,8,9,49,2,5,,9,,9,3,,,,100%
"Lucas, M",21,0.08,Waratahs ,16,15,,15,,3,12,,2,,1,,1,,,,,100%
"Phipps, N",9,0.92,Waratahs ,16,57,,57,6,4,13,2,2,1,3,1,4,4,1,1,2,75%
"Bekhuis, J",5,1,Blues ,17,,,,,2,1,,1,,10,5,15,,1,,,67%
"Mayhew, N",17,0.18,Blues ,17,,,,,,,,,,2,,2,,,,,100%
"Moala, G",22,0.27,Blues ,17,,,,,5,27,2,4,2,,1,1,,1,,,
"Moulds, M",16,0.19,Blues ,17,,,,,1,,,,,2,,2,,,,,100%
"Pryor, K",7,0.62,Blues ,17,,1,1,1,4,10,1,2,1,3,3,6,3,1,,1,50%
"Scrafton, S",19,0.16,Blues ,17,,,,,2,4,,1,,3,,3,,,,,100%
"Tu'ungafasi, O",3,0.57,Blues ,17,,,,,2,,,,,8,3,11,,1,,5,73%
"Visinia, L",23,0.38,Blues ,17,,,,,3,6,1,1,,1,,1,3,,,,100%
"Kaino, J",6,1,Blues ,17,1,,1,1,5,19,1,4,,8,2,10,,1,,1,80%
"Prattley, S",1,0.82,Blues ,17,1,,1,,2,6,,,,9,2,11,,,,2,82%
"Parsons, J",2,0.81,Blues ,17,1,,1,,3,13,1,1,1,8,4,12,,1,1,1,67%
"Li, T",11,0.62,Blues ,17,1,,2,,4,19,1,,1,5,,5,1,2,,,100%
"Tuipulotu, P",4,0.84,Blues ,17,2,1,3,,8,19,2,4,,2,6,8,2,,,,25%
"Sa'u, M",13,0.73,Blues ,17,2,,2,,3,8,1,1,,7,1,8,,,,,88%
"Faumuina, C",18,0.43,Blues ,17,2,,2,,2,,,,,6,,6,,,,,100%
"Gibson, B",20,0.38,Blues ,17,2,,2,,,,,,,7,1,8,2,,,,88%
"Duffie, M",14,1,Blues ,17,3,,3,2,6,18,,,1,3,,3,6,1,,1,100%
"Nanai, M",15,1,Blues ,17,4,2,6,,10,67,4,5,3,2,1,3,6,2,,,67%
"Francis, P",12,1,Blues ,17,6,,6,6,5,18,4,,,1,1,2,8,,1,1,50%
"Luatua, S",8,1,Blues ,17,7,,7,,8,18,,6,,10,2,12,2,1,,,83%
"West, I",10,1,Blues ,17,15,,15,11,8,20,3,3,,3,,3,1,,,,100%
"Guyton, B",21,0.23,Blues ,17,15,1,16,,1,6,,1,,,,,,2,,,
"Hall, B",9,0.77,Blues ,17,45,,45,5,,,,,,1,1,2,2,,,,50%
"Alexander, B",18,0.34,Brumbies ,17,,1,1,,4,3,,1,,2,3,5,1,1,,,40%
"Enever, B",19,0.33,Brumbies ,17,,,,,2,,,,,5,,5,,,,,100%
"Mann-Rea, J",16,0.33,Brumbies ,17,,,,,4,,,,,8,,8,,,,,100%
"Smith, A",22,0.26,Brumbies ,17,,,,,2,7,,1,,4,,4,1,,,,100%
"Taliauli, L",23,0.1,Brumbies ,17,,,,,,,,,,1,,1,,,,,100%
"Dargaville, J",11,1,Brumbies ,17,1,,1,,11,30,1,1,,6,1,7,5,,,,86%
"Kuridrani, T",13,0.74,Brumbies ,17,1,1,2,,7,38,4,5,2,4,5,9,1,,,,44%
"Smith, RH",3,0.66,Brumbies ,17,1,1,2,,10,6,1,3,,8,4,12,,,,,67%
"Sio, S",1,0.61,Brumbies ,17,1,,1,,6,6,1,2,,11,5,16,3,,,1,69%
"Alaalatoa, A",17,0.39,Brumbies ,17,1,,1,,5,14,1,1,,4,1,5,,,1,1,80%
"Staniforth, T",20,0.18,Brumbies ,17,1,,1,,4,9,,1,,3,,3,1,1,,,100%
"Wells, M",8,1,Brumbies ,17,3,,3,,7,29,,5,,26,4,30,3,,,,87%
"Carter, S",5,0.82,Brumbies ,17,3,,3,,8,9,,2,,15,7,22,1,1,,,68%
"Moore, S",2,0.67,Brumbies ,17,3,1,4,,9,7,,3,,10,5,15,1,,,,67%
"Butler, J",7,1,Brumbies ,17,4,,4,,3,5,,3,,23,8,31,3,,,,74%
"Arnold, R",4,0.67,Brumbies ,17,4,2,6,,14,47,1,9,1,8,3,11,3,,1,1,73%
"Fardy, S",6,1,Brumbies ,17,5,,5,1,5,13,,1,,24,6,30,1,,,1,80%
"Wong, N",14,1,Brumbies ,17,5,,5,,6,44,,3,1,8,1,9,2,3,,,89%
"Toua, A",15,1,Brumbies ,17,12,,12,10,11,127,5,4,2,9,2,11,2,2,,,82%
"Lealiifano, C",10,0.9,Brumbies ,17,17,,17,7,9,69,1,1,1,4,4,8,7,3,,,50%
"Toomua, M",12,1,Brumbies ,17,19,,20,3,5,42,,1,1,6,1,7,2,2,,,86%
"Powell, J",21,0.39,Brumbies ,17,40,,40,1,1,2,,,,,,,,,,,
"Cubelli, T",9,0.61,Brumbies ,17,50,1,52,5,5,19,2,3,,1,,1,1,2,,,100%
"Labuschagne, P.H.C",6,0.54,Bulls ,17,,1,1,,4,3,1,,,2,4,6,3,,,1,33%
"Maku, B",16,0.12,Bulls ,17,,,,,,,,,,1,,1,,,,,100%
"Marais, SP",23,0.17,Bulls ,17,,1,1,,2,20,4,1,,,1,1,1,,,,
"Mxoli, N",17,0.12,Bulls ,17,,,,,,,,,,1,,1,,,,,100%
"Orie, M",5,0.86,Bulls ,17,,,,,4,2,,1,,6,7,13,4,,,1,46%
"Schoeman, P",1,0.88,Bulls ,17,,,,,4,6,,3,,5,2,7,,2,,1,71%
"Van der Merwe, M",3,0.53,Bulls ,17,,,,,1,,,,,2,2,4,,,2,3,50%
"Ismaiel, T",14,0.83,Bulls ,17,1,1,2,,4,18,3,1,1,4,1,5,,,,,80%
"Kruger, W",18,0.47,Bulls ,17,1,,1,,,,,,,5,3,8,1,,,1,63%
"Botha, A",20,0.46,Bulls ,17,1,,1,,4,36,3,3,,3,,3,1,1,,,100%
"Bothma, R",8,1,Bulls ,17,2,,2,,9,48,3,4,2,3,3,6,1,3,1,1,50%
"Jenkins, J",4,1,Bulls ,17,2,,2,,5,45,2,3,1,7,6,13,2,,,1,54%
"Kirsten, J",7,1,Bulls ,17,2,1,3,,6,13,,1,,12,5,17,3,,,,71%
"Ulengo, J",11,1,Bulls ,17,2,,2,,3,38,1,2,2,3,1,4,5,1,,,75%
"Brummer, F",22,0.11,Bulls ,17,2,,2,1,,,,,,,,,,,,,
"Kriel, J",15,1,Bulls ,17,3,,3,3,7,82,7,2,2,2,,2,4,1,,,100%
"Swanepoel, D",13,1,Bulls ,17,3,1,5,1,5,33,1,5,1,5,1,6,,1,,1,83%
"Paige, R",21,0.2,Bulls ,17,4,,4,,2,7,2,2,,1,,1,,,,,100%
"Strauss, A",2,0.88,Bulls ,17,5,2,7,,3,2,,1,,9,2,11,2,1,,,82%
"Odendaal, B",12,1,Bulls ,17,6,,6,,2,12,3,,,2,,2,2,,,,100%
"Schoeman, T",10,0.89,Bulls ,17,8,,8,5,2,16,,1,,,1,1,1,1,,,
"Zyl, P",9,0.8,Bulls ,17,27,,28,11,4,26,2,2,1,,1,1,2,,,,
"Coetzee, J",18,0.16,Cheetahs ,17,,,,,1,1,,1,,2,3,5,,,,,40%
"Dweba, J",16,0.17,Cheetahs ,17,,,,,2,2,1,1,,,,,,,,,
"Dyk, M",3,0.84,Cheetahs ,17,,,,,4,,,,,2,3,5,,2,1,1,40%
"Koster, A",4,0.55,Cheetahs ,17,,,,,4,1,1,,,6,8,14,1,1,,,43%
"Mohoje, T",7,1,Cheetahs ,17,,,,,6,14,,3,,6,4,10,1,2,1,2,60%
"Nche, O",17,0.25,Cheetahs ,17,,1,1,,1,8,,,,2,2,4,,,,,50%
"Schoeman, P",8,1,Cheetahs ,17,1,3,5,,7,11,1,2,,8,4,12,1,1,,1,67%
"Jaarsveld, T",2,0.83,Cheetahs ,17,1,,1,,8,48,5,6,3,7,5,12,1,,1,1,58%
"Marais, C",1,0.75,Cheetahs ,17,1,,1,,1,,,,,11,5,16,1,,,3,69%
"Wegner, C",20,0.45,Cheetahs ,17,1,,1,,3,11,,2,,6,,6,,,,,100%
"van der Spuy, MG",12,0.55,Cheetahs ,17,2,,2,,6,39,1,2,1,5,,5,,,,,100%
"Petersen, S",14,1,Cheetahs ,17,4,2,6,,7,35,3,1,,6,1,7,4,1,,1,86%
"Small-Smith, W",13,1,Cheetahs ,17,4,,4,,4,9,,2,,7,3,10,,1,,,70%
"Cassiem, U",6,1,Cheetahs ,17,5,1,6,,10,43,2,7,1,5,5,10,1,,,1,50%
"Uys, F",5,1,Cheetahs ,17,5,,5,,3,1,,,,5,3,8,,,,,63%
"Whitehead, G",22,0.25,Cheetahs ,17,5,1,6,,1,6,,1,,,1,1,,1,,1,
"Benjamin, R",23,0.45,Cheetahs ,17,6,,6,,1,,,,,1,1,2,2,1,,,50%
"Rhule, R",11,1,Cheetahs ,17,7,2,9,2,8,60,4,2,1,4,4,8,5,,,,50%
"Meyer, T",21,0.23,Cheetahs ,17,10,,11,1,2,15,,,1,,,,,2,,1,
"Blommetjies, C",15,1,Cheetahs ,17,11,1,12,4,11,79,5,3,1,1,,1,7,3,,,100%
"Zeilinga, F",10,0.75,Cheetahs ,17,13,1,14,4,2,5,1,,,3,1,4,2,3,,,75%
"Venter, S",9,0.77,Cheetahs ,17,35,,35,2,1,4,,,,1,2,3,,3,,1,33%
"Bird, D",4,0.8,Chiefs ,17,,,,,7,10,1,3,,5,6,11,1,,,,45%
"Harris, N",2,0.87,Chiefs ,17,,,,,3,2,,2,,12,2,14,,,,,86%
"McNicol, S",23,0.24,Chiefs ,17,,,,,1,,,,,3,1,4,,,,,75%
"Pulu, T",14,0.76,Chiefs ,17,,,,,5,40,1,2,1,1,1,2,1,,1,1,50%
"Moli, A",3,1,Chiefs ,17,1,,1,,10,24,1,6,1,15,7,22,,2,,,68%
"Sanders, T",6,0.81,Chiefs ,17,1,,1,,5,34,,3,,11,2,13,,1,1,2,85%
"Hames, K",1,0.8,Chiefs ,17,1,,1,,,,,,,15,4,19,,,,1,79%
"Seu, T",19,0.27,Chiefs ,17,1,,1,,3,2,,1,,4,1,5,,,,,80%
"Fisiihoi, S",17,0.2,Chiefs ,17,1,,1,,1,1,,1,,5,,5,1,,,,100%
"Boshier, L",20,0.26,Chiefs ,17,2,,2,,5,4,,3,,5,1,6,,,,,83%
"Elliot, H",16,0.13,Chiefs ,17,2,,2,,,,,,,1,,1,,,,,100%
"Cane, S",7,1,Chiefs ,17,3,2,5,,14,42,4,7,1,15,3,18,1,,,2,83%
"Retallick, B",5,1,Chiefs ,17,3,,3,1,4,6,1,2,,27,13,40,,,,,68%
